Linux Kernel 3.1
Linux Kernel 3.10
Linux Kernel 3.10
Linux Kernel 3.13
Linux Kernel 3.13
Linux Kernel 3.3
Linux Kernel 3.3
Linux Kernel 3.3
Linux Kernel 3.3
Linux Kernel 3.3
Linux Kernel 4.2
Linux Kernel 4.2
Linux Kernel 4.8
Linux Kernel 4.8
Microsoft Windows
Microsoft Windows
Microsoft Windows
Microsoft Windows
Microsoft Windows
Microsoft Windows
Microsoft Windows
Microsoft Windows
Microsoft Windows
Microsoft Windows
Microsoft Windows
Microsoft Windows
Microsoft Windows 10 Education
Microsoft Windows 10 Enterprise
Microsoft Windows 10 Enterprise LTSB
Microsoft Windows 10 Home
Microsoft Windows 10 IoT Core
Microsoft Windows 10 IoT Enterprise
Microsoft Windows 10 IoT Mobile Enterprise
Microsoft Windows 10 Mobile
Microsoft Windows 10 Mobile Enterprise
Microsoft Windows 10 Pro
Microsoft Windows 10 Pro Education
Microsoft Windows 7 Enterprise
Microsoft Windows 7 Enterprise Service Pack 1
Microsoft Windows 7 Home Basic
Microsoft Windows 7 Home Basic Service Pack 1
Microsoft Windows 7 Home Premium
Microsoft Windows 7 Home Premium Service Pack 1
Microsoft Windows 7 Professional
Microsoft Windows 7 Professional Edition
Microsoft Windows 7 Professional Edition
Microsoft Windows 7 Professional Service Pack 1
Microsoft Windows 7 Starter
Microsoft Windows 7 Starter Service Pack 1
Microsoft Windows 7 Ultimate
Microsoft Windows 7 Ultimate Service Pack 1
Microsoft Windows 8
Microsoft Windows 8 Enterprise
Microsoft Windows 8 OEM
Microsoft Windows 8 Pro
Microsoft Windows Compute Cluster Server 2003
Microsoft Windows Embedded 8
Microsoft Windows Embedded Automotive
Microsoft Windows Embedded CE 6.0
Microsoft Windows Embedded Compact 2013
Microsoft Windows Embedded Compact 7
Microsoft Windows Embedded Industry
Microsoft Windows Essential Business Server 2008
Microsoft Windows Home Server
Microsoft Windows Home Server 2011
Microsoft Windows HPC Server 2008
Microsoft Windows HPC Server 2008 R2
Microsoft Windows MultiPoint Server 2010
Microsoft Windows MultiPoint Server 2011
Microsoft Windows MultiPoint Server 2012
Microsoft Windows Server 2003 Datacenter Edition
Microsoft Windows Server 2003 Enterprise Edition
Microsoft Windows Server 2003 R2 Datacenter Edition
Microsoft Windows Server 2003 R2 Enterprise Edition
Microsoft Windows Server 2003 R2 Standard Edition
Microsoft Windows Server 2003 R2 Web Edition
Microsoft Windows Server 2003 Standard Edition
Microsoft Windows Server 2003 Web Edition
Microsoft Windows Server 2008
Microsoft Windows Server 2008
Microsoft Windows Server 2008 Datacenter
Microsoft Windows Server 2008 Enterprise
Microsoft Windows Server 2008 for Itanium-based Systems
Microsoft Windows Server 2008 R2 Datacenter
Microsoft Windows Server 2008 R2 Enterprise
Microsoft Windows Server 2008 R2 for Itanium-based Systems
Microsoft Windows Server 2008 R2 Foundation
Microsoft Windows Server 2008 R2 Standard
Microsoft Windows Server 2008 Standard
Microsoft Windows Server 2012
Microsoft Windows Server 2012
Microsoft Windows Server 2012
Microsoft Windows Server 2012
Microsoft Windows Server 2012
Microsoft Windows Server 2012
Microsoft Windows Server 2012
Microsoft Windows Server 2012 
Microsoft Windows Server 2012 
Microsoft Windows Server 2012 Datacenter
Microsoft Windows Server 2012 Essentials
Microsoft Windows Server 2012 Foundation
Microsoft Windows Server 2012 R2
Microsoft Windows Server 2012 R2 Datacenter
Microsoft Windows Server 2012 R2 Datacenter
Microsoft Windows Server 2012 R2 Datacenter
Microsoft Windows Server 2012 R2 Essentials
Microsoft Windows Server 2012 R2 Foundation
Microsoft Windows Server 2012 R2 Standard
Microsoft Windows Server 2012 R2 Standard
Microsoft Windows Server 2012 R2 Standard
Microsoft Windows Server 2012 R2 Standard
Microsoft Windows Server 2012 R2 Standard
Microsoft Windows Server 2012 R2 Standard Edition
Microsoft Windows Server 2012 R2 Standard Edition
Microsoft Windows Server 2012 R2 Standard Edition
Microsoft Windows Server 2012 R2 Standard Edition
Microsoft Windows Server 2012 R2 Standard Edition
Microsoft Windows Server 2012 R2 Standard Edition
Microsoft Windows Server 2012 R2 Standard Edition
Microsoft Windows Server 2012 R2 Standard Edition
Microsoft Windows Server 2012 R2 Update 1
Microsoft Windows Server 2012 R2 Update 1
Microsoft Windows Server 2012 Standard
Microsoft Windows Server 2016 Datacenter
Microsoft Windows Server 2016 Essentials
Microsoft Windows Server 2016 Standard
Microsoft Windows Server Foundation 2008
Microsoft Windows Small Business Server 2003
Microsoft Windows Small Business Server 2003 R2
Microsoft Windows Small Business Server 2008
Microsoft Windows Small Business Server 2011
Microsoft Windows Storage Server
Microsoft Windows Storage Server
Microsoft Windows Storage Server 2008
Microsoft Windows Storage Server 2008 R2
Microsoft Windows Web Server 2008
Microsoft Windows Web Server 2008 R2
Microsoft Windows Vista
Microsoft Windows Vista Home, Premium Edition
Microsoft Windows XP Embedded
OpenBSD 4.0
OpenBSD 4.0
OpenBSD 4.0
OpenBSD 4.0
OpenBSD 4.0
OpenBSD 4.0
OpenBSD 4.0
OpenBSD 4.3
OpenBSD 4.3
OpenBSD 4.3
OpenBSD 4.3
OpenBSD 4.3
Red Hat Enterprise Linux 7.1
Red Hat Enterprise Linux 7.1
Red Hat Enterprise Linux 7.1
Red Hat Enterprise Linux 7.1
Red Hat Enterprise Linux Server 7.1
Red Hat Enterprise Linux Server 7.1
Red Hat Enterprise Linux Server 7.1
Red Hat Enterprise Linux Server 7.1
Ubuntu 16.04
Ubuntu 16.04
Ubuntu Linux
Ubuntu Linux
Ubuntu Linux
Ubuntu Linux
Ubuntu Linux 14.04
Ubuntu Linux 14.04
Ubuntu Linux 14.04
Ubuntu Linux 16.04
Ubuntu Linux 16.04
Ubuntu Linux 16.04
